,年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送
45,2006,Ｊ２,第３節第１日,03/18(土),14:04,仙台,0-1,柏,ユアスタ,18325,ＮＨＫ仙台／スカイパーフェクＴＶ！
46,2006,Ｊ２,第３節第１日,03/18(土),14:04,山形,0-1,札幌,山形県,6149,スカイパーフェクＴＶ！
47,2006,Ｊ２,第３節第１日,03/18(土),14:04,東京Ｖ,1-0,愛媛,駒沢,4196,スカイパーフェクＴＶ！
48,2006,Ｊ２,第３節第１日,03/18(土),14:04,徳島,1-1,横浜FC,鳴門,6970,ＮＨＫ徳島／スカイパーフェクＴＶ！
49,2006,Ｊ２,第３節第１日,03/18(土),14:04,鳥栖,1-3,神戸,鳥栖,4836,スカイパーフェクＴＶ！
50,2006,Ｊ１,第４節第１日,03/21(火・祝),14:04,鹿島,3-1,甲府,カシマ,14815,ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
51,2006,Ｊ１,第４節第１日,03/21(火・祝),14:04,福岡,0-1,名古屋,博多球,8585,ＮＨＫ福岡／ＮＨＫ名古屋／Ｊ　ＳＰＯＲＴＳ（録）
52,2006,Ｊ１,第４節第１日,03/21(火・祝),15:01,新潟,0-2,磐田,新潟ス,37585,新潟テレビ２１／Ｊ　ＳＰＯＲＴＳ（録）
53,2006,Ｊ１,第４節第１日,03/21(火・祝),15:04,浦和,3-0,Ｃ大阪,埼玉,43815,ＢＳ／テレビ埼玉（録）／Ｊ　ＳＰＯＲＴＳ（録）
54,2006,Ｊ１,第４節第１日,03/21(火・祝),15:04,清水,1-2,千葉,日本平,12114,テレビ静岡／Ｊ　ＳＰＯＲＴＳ（録）
55,2006,Ｊ１,第４節第１日,03/21(火・祝),15:04,大分,1-2,横浜FM,九石ド,17341,Ｊ　ＳＰＯＲＴＳ
56,2006,Ｊ１,第４節第１日,03/21(火・祝),16:04,川崎Ｆ,2-2,Ｆ東京,等々力,14191,ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
57,2006,Ｊ１,第４節第１日,03/21(火・祝),19:04,京都,2-2,広島,西京極,5556,ＢＳ／ＫＢＳ京都（録）／Ｊ　ＳＰＯＲＴＳ（録）
58,2006,Ｊ２,第４節第１日,03/21(火・祝),13:04,湘南,1-0,仙台,平塚,6826,スカイパーフェクＴＶ！
59,2006,Ｊ２,第４節第１日,03/21(火・祝),14:03,愛媛,2-1,札幌,愛媛陸,4214,あいテレビ／スカイパーフェクＴＶ！／北海道放送（録）
60,2006,Ｊ２,第４節第１日,03/21(火・祝),14:04,草津,0-2,徳島,群馬陸,2439,群馬テレビ／スカイパーフェクＴＶ！
61,2006,Ｊ２,第４節第１日,03/21(火・祝),14:04,柏,2-0,鳥栖,柏,6703,スカイパーフェクＴＶ！／千葉テレビ（録）
62,2006,Ｊ２,第４節第１日,03/21(火・祝),14:04,横浜FC,1-0,山形,三ツ沢,4203,スカイパーフェクＴＶ！
63,2006,Ｊ２,第４節第１日,03/21(火・祝),14:04,神戸,4-0,水戸,神戸ウイ,3764,スカイパーフェクＴＶ！
64,2006,Ｊ１,第５節第１日,03/25(土),15:00,大宮,1-0,清水,駒場,7354,Ｊ　ＳＰＯＲＴＳ（録）
65,2006,Ｊ１,第５節第１日,03/25(土),15:02,Ｃ大阪,3-1,新潟,長居,9442,スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
66,2006,Ｊ１,第５節第１日,03/25(土),15:04,磐田,1-2,川崎Ｆ,ヤマハ,11835,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
67,2006,Ｊ１,第５節第１日,03/25(土),15:04,広島,1-3,Ｇ大阪,広島ビ,13067,Ｊ　ＳＰＯＲＴＳ
68,2006,Ｊ１,第５節第１日,03/25(土),15:34,横浜FM,1-3,浦和,日産ス,50572,ＴＢＳ（単）／Ｊ　ＳＰＯＲＴＳ（録）
69,2006,Ｊ１,第５節第１日,03/25(土),18:05,甲府,1-1,福岡,小瀬,8604,ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
70,2006,Ｊ１,第５節第１日,03/25(土),19:04,千葉,0-1,鹿島,フクアリ,16546,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
71,2006,Ｊ２,第５節第１日,03/25(土),13:04,札幌,0-1,横浜FC,室蘭,5065,スカイパーフェクＴＶ！
72,2006,Ｊ２,第５節第１日,03/25(土),14:03,山形,2-3,東京Ｖ,山形県,6115,山形テレビ／スカイパーフェクＴＶ！
73,2006,Ｊ２,第５節第１日,03/25(土),14:04,仙台,3-1,愛媛,ユアスタ,12812,スカイパーフェクＴＶ！
74,2006,Ｊ２,第５節第１日,03/25(土),14:04,水戸,0-1,柏,笠松,3576,ＮＨＫ水戸＊／スカイパーフェクＴＶ！
75,2006,Ｊ２,第５節第１日,03/25(土),14:04,徳島,3-0,神戸,鳴門,3226,スカイパーフェクＴＶ！
76,2006,Ｊ１,第５節第２日,03/26(日),14:05,名古屋,0-3,大分,瑞穂陸,11878,ＢＳ－ｉ／中京テレビ（録）／Ｊ　ＳＰＯＲＴＳ（録）
77,2006,Ｊ１,第５節第２日,03/26(日),16:04,Ｆ東京,2-1,京都,味スタ,17033,ＢＳ／ＫＢＳ京都（録）／Ｊ　ＳＰＯＲＴＳ（録）
78,2006,Ｊ２,第５節第２日,03/26(日),14:04,鳥栖,2-1,草津,鳥栖,4865,スカイパーフェクＴＶ！
79,2006,サテライトリーグ Ａグループ,第２日,03/26(日),15:02,仙台,0-1,札幌,ユアスタ,3200,
80,2006,サテライトリーグ Ｂグループ,第２日,03/26(日),14:00,鹿島,1-2,山形,成田,859,
81,2006,サテライトリーグ Ｅグループ,第２日,03/26(日),14:00,Ｃ大阪,1-1,神戸,南津守,450,
82,2006,Ｊ１,第４節第２日,03/29(水),19:02,Ｇ大阪,3-1,大宮,万博,9019,スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
83,2006,ＹＮＣ 予選Ａグループ,第１日,03/29(水),18:59,横浜FM,1-0,福岡,三ツ沢,7067,フジテレビ７３９（録）
84,2006,ＹＮＣ 予選Ａグループ,第１日,03/29(水),19:01,浦和,2-0,Ｆ東京,駒場,16065,フジテレビ７３９／テレビ埼玉（録）
85,2006,ＹＮＣ 予選Ｂグループ,第１日,03/29(水),19:00,鹿島,4-1,大分,カシマ,4664,
86,2006,ＹＮＣ 予選Ｂグループ,第１日,03/29(水),19:00,京都,3-4,川崎Ｆ,西京極,3093,
87,2006,ＹＮＣ 予選Ｃグループ,第１日,03/29(水),19:00,千葉,2-1,広島,フクアリ,5517,
88,2006,ＹＮＣ 予選Ｃグループ,第１日,03/29(水),19:00,新潟,3-3,清水,新潟ス,25666,
89,2006,ＹＮＣ 予選Ｄグループ,第１日,03/29(水),19:00,Ｃ大阪,1-0,磐田,長居,5461,フジテレビ７３９（録）
90,2006,ＹＮＣ 予選Ｄグループ,第１日,03/29(水),19:01,名古屋,1-3,甲府,瑞穂陸,4301,
91,2006,Ｊ１,第６節第１日,04/01(土),15:02,横浜FM,1-1,Ｆ東京,日産ス,20977,スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
92,2006,Ｊ１,第６節第１日,04/01(土),15:04,Ｃ大阪,2-3,甲府,長居,6282,ＮＨＫ甲府／ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
93,2006,Ｊ１,第６節第１日,04/01(土),19:04,清水,2-3,Ｇ大阪,日本平,10661,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
94,2006,Ｊ２,第６節第１日,04/01(土),13:04,草津,3-1,山形,群馬陸,2513,スカイパーフェクＴＶ！／群馬テレビ（録）
95,2006,Ｊ２,第６節第１日,04/01(土),14:04,東京Ｖ,2-3,柏,味スタ,9733,スカイパーフェクＴＶ！／日本テレビ（録）
96,2006,Ｊ２,第６節第１日,04/01(土),14:04,横浜FC,2-0,水戸,三ツ沢,3073,スカイパーフェクＴＶ！
97,2006,Ｊ２,第６節第１日,04/01(土),14:04,湘南,0-1,鳥栖,平塚,4029,スカイパーフェクＴＶ！
98,2006,Ｊ２,第６節第１日,04/01(土),14:04,愛媛,1-0,徳島,愛媛陸,4110,ＮＨＫ松山／ＮＨＫ徳島／スカイパーフェクＴＶ！
99,2006,Ｊ２,第６節第１日,04/01(土),15:04,神戸,0-1,仙台,神戸ウイ,5127,スカイパーフェクＴＶ！
100,2006,Ｊ１,第６節第２日,04/02(日),14:04,京都,2-1,福岡,西京極,3670,ＢＳ－ｉ／ＫＢＳ京都（録）／Ｊ　ＳＰＯＲＴＳ（録）
101,2006,Ｊ１,第６節第２日,04/02(日),15:00,川崎Ｆ,2-2,千葉,等々力,10316,Ｊ　ＳＰＯＲＴＳ（録）
102,2006,Ｊ１,第６節第２日,04/02(日),15:04,鹿島,2-1,大宮,カシマ,11747,Ｊ　ＳＰＯＲＴＳ
103,2006,Ｊ１,第６節第２日,04/02(日),15:04,新潟,1-1,広島,新潟ス,34071,ＮＨＫ新潟／Ｊ　ＳＰＯＲＴＳ（録）
104,2006,Ｊ１,第６節第２日,04/02(日),15:04,大分,1-2,磐田,九石ド,17406,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
105,2006,Ｊ１,第６節第２日,04/02(日),16:04,浦和,0-0,名古屋,埼玉,44625,テレビ埼玉／ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
106,2006,サテライトリーグ Ｄグループ,第２日,04/02(日),13:59,甲府,2-3,清水,富士北麓,293,
107,2006,ＹＮＣ 予選Ｄグループ,第２日,04/05(水),19:00,磐田,2-1,大宮,ヤマハ,6956,
108,2006,Ｊ２,第７節第１日,04/05(水),19:04,札幌,3-0,草津,札幌ド,12654,スカイパーフェクＴＶ！
109,2006,Ｊ２,第７節第１日,04/05(水),19:04,仙台,3-0,鳥栖,ユアスタ,11431,スカイパーフェクＴＶ！
110,2006,Ｊ２,第７節第１日,04/05(水),19:04,山形,0-0,神戸,山形県,2401,スカイパーフェクＴＶ！
111,2006,Ｊ２,第７節第１日,04/05(水),19:04,柏,1-0,愛媛,柏,4464,千葉テレビ／スカイパーフェクＴＶ！
112,2006,Ｊ２,第７節第１日,04/05(水),19:04,徳島,1-1,湘南,鳴門,2163,スカイパーフェクＴＶ！
113,2006,Ｊ２,第７節第１日,04/05(水),19:05,水戸,0-1,東京Ｖ,笠松,1686,スカイパーフェクＴＶ！
114,2006,Ｊ１,第７節第１日,04/08(土),14:00,甲府,0-4,新潟,松本,14599,山梨放送／テレビ信州／テレビ新潟／Ｊ　ＳＰＯＲＴＳ（録）
115,2006,Ｊ１,第７節第１日,04/08(土),15:02,千葉,2-1,Ｃ大阪,フクアリ,8770,スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
116,2006,Ｊ１,第７節第１日,04/08(土),15:04,名古屋,1-1,京都,豊田ス,15311,ＢＳ／ＫＢＳ京都（録）／Ｊ　ＳＰＯＲＴＳ（録）
117,2006,Ｊ１,第７節第１日,04/08(土),15:04,広島,1-3,川崎Ｆ,広島ビ,7418,Ｊ　ＳＰＯＲＴＳ
118,2006,Ｊ１,第７節第１日,04/08(土),15:05,大宮,2-1,横浜FM,駒場,8370,ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
119,2006,Ｊ１,第７節第１日,04/08(土),16:03,Ｆ東京,3-1,磐田,味スタ,24214,ＮＨＫ総合／Ｊ　ＳＰＯＲＴＳ（録）
120,2006,Ｊ１,第７節第１日,04/08(土),19:04,Ｇ大阪,1-0,鹿島,万博,17967,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
121,2006,Ｊ２,第８節第１日,04/08(土),13:04,湘南,1-1,山形,平塚,3828,スカイパーフェクＴＶ！
122,2006,Ｊ２,第８節第１日,04/08(土),14:03,愛媛,1-1,水戸,愛媛陸,2422,スカイパーフェクＴＶ！
123,2006,Ｊ２,第８節第１日,04/08(土),14:04,草津,0-0,仙台,群馬陸,2778,スカイパーフェクＴＶ！／群馬テレビ（録）
124,2006,Ｊ２,第８節第１日,04/08(土),14:04,横浜FC,2-0,柏,三ツ沢,4328,スカイパーフェクＴＶ！
125,2006,Ｊ２,第８節第１日,04/08(土),14:04,鳥栖,1-2,東京Ｖ,鳥栖,8604,ＮＨＫ佐賀／スカイパーフェクＴＶ！
126,2006,Ｊ２,第８節第１日,04/08(土),15:04,神戸,1-2,札幌,神戸ウイ,8233,スカイパーフェクＴＶ！
127,2006,Ｊ１,第７節第２日,04/09(日),13:04,清水,4-1,大分,日本平,10039,静岡放送／ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
128,2006,Ｊ１,第７節第２日,04/09(日),15:05,福岡,0-1,浦和,博多球,21545,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
129,2006,サテライトリーグ Ａグループ,第３日,04/09(日),14:00,大宮,2-0,札幌,鴻巣,533,
130,2006,サテライトリーグ Ｃグループ,第１日,04/09(日),14:00,柏,0-3,千葉,柏,1212,
131,2006,サテライトリーグ Ｅグループ,第３日,04/09(日),14:02,京都,3-2,神戸,東城陽Ｇ,331,
132,2006,ＹＮＣ 予選Ａグループ,第２日,04/12(水),19:00,浦和,3-1,福岡,駒場,14695,テレビ埼玉／フジテレビ７３９（録）
133,2006,ＹＮＣ 予選Ａグループ,第２日,04/12(水),19:00,横浜FM,2-0,Ｆ東京,三ツ沢,10401,
134,2006,ＹＮＣ 予選Ｂグループ,第２日,04/12(水),19:00,鹿島,3-1,川崎Ｆ,カシマ,4455,フジテレビ７３９
135,2006,ＹＮＣ 予選Ｂグループ,第２日,04/12(水),19:00,大分,2-1,京都,九石ド,8311,
136,2006,ＹＮＣ 予選Ｃグループ,第２日,04/12(水),19:00,千葉,3-2,新潟,フクアリ,5298,フジテレビ７３９（録）
137,2006,ＹＮＣ 予選Ｃグループ,第２日,04/12(水),19:00,清水,2-2,広島,日本平,5407,
138,2006,ＹＮＣ 予選Ｄグループ,第３日,04/12(水),19:00,甲府,2-2,磐田,小瀬,8062,
139,2006,ＹＮＣ 予選Ｄグループ,第３日,04/12(水),19:00,Ｃ大阪,1-1,名古屋,長居,4460,
140,2006,Ｊ１,第８節第１日,04/15(土),15:02,鹿島,3-1,清水,カシマ,12361,スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
141,2006,Ｊ１,第８節第１日,04/15(土),15:04,Ｃ大阪,0-0,福岡,長居,10421,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
142,2006,Ｊ１,第８節第１日,04/15(土),15:04,大分,3-2,甲府,九石ド,15138,ＮＨＫ大分／ＮＨＫ甲府／Ｊ　ＳＰＯＲＴＳ（録）
143,2006,Ｊ１,第８節第１日,04/15(土),15:05,浦和,3-0,京都,埼玉,40657,ＢＳ－ｉ／テレビ埼玉（録）／ＫＢＳ京都（録）／Ｊ　ＳＰＯＲＴＳ（録）
144,2006,Ｊ１,第８節第１日,04/15(土),15:34,新潟,2-1,名古屋,新潟ス,39322,新潟総合テレビ／Ｊ　ＳＰＯＲＴＳ（録）
145,2006,Ｊ１,第８節第１日,04/15(土),16:04,Ｆ東京,2-3,千葉,味スタ,21190,ＭＸテレビ／Ｊ　ＳＰＯＲＴＳ
146,2006,Ｊ１,第８節第１日,04/15(土),19:04,横浜FM,3-4,Ｇ大阪,日産ス,28885,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
147,2006,Ｊ２,第９節第１日,04/15(土),13:03,札幌,4-1,湘南,札幌ド,14102,北海道テレビ／スカイパーフェクＴＶ！
148,2006,Ｊ２,第９節第１日,04/15(土),14:04,仙台,0-0,横浜FC,ユアスタ,14720,東北放送／スカイパーフェクＴＶ！
149,2006,Ｊ２,第９節第１日,04/15(土),14:04,山形,2-1,徳島,山形県,3446,スカイパーフェクＴＶ！
150,2006,Ｊ２,第９節第１日,04/15(土),14:04,東京Ｖ,3-2,草津,国立,5223,スカイパーフェクＴＶ！
151,2006,Ｊ２,第９節第１日,04/15(土),15:04,柏,0-1,神戸,柏,8387,スカイパーフェクＴＶ！／千葉テレビ（録）
152,2006,Ｊ２,第９節第１日,04/15(土),19:04,水戸,0-0,鳥栖,笠松,1569,スカイパーフェクＴＶ！
153,2006,Ｊ１,第８節第２日,04/16(日),15:04,磐田,3-0,広島,ヤマハ,11788,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
154,2006,Ｊ１,第８節第２日,04/16(日),15:05,川崎Ｆ,3-1,大宮,等々力,11149,ＢＳ－ｉ（録）／Ｊ　ＳＰＯＲＴＳ（録）
155,2006,サテライトリーグ Ｂグループ,第３日,04/16(日),14:01,Ｆ東京,2-4,新潟,江戸川,668,
156,2006,サテライトリーグ Ｄグループ,第３日,04/16(日),14:00,清水,2-3,横浜FM,三保Ｇ,365,
157,2006,サテライトリーグ Ｅグループ,第４日,04/16(日),14:01,Ｃ大阪,1-2,福岡,南津守,500,
158,2006,サテライトリーグ Ｆグループ,第１日,04/16(日),14:00,大分,0-2,Ｇ大阪,大分スＡ,1845,
159,2006,Ｊ２,第１０節第１日,04/18(火),19:04,柏,1-3,山形,柏,5553,千葉テレビ／スカイパーフェクＴＶ！
160,2006,Ｊ２,第１０節第１日,04/18(火),19:04,横浜FC,2-1,神戸,三ツ沢,3286,スカイパーフェクＴＶ！
161,2006,Ｊ２,第１０節第１日,04/18(火),19:04,湘南,4-3,草津,平塚,3584,スカイパーフェクＴＶ！
162,2006,Ｊ２,第１０節第１日,04/18(火),19:04,徳島,0-0,札幌,鳴門,2221,スカイパーフェクＴＶ！
163,2006,Ｊ２,第１０節第１日,04/18(火),19:04,鳥栖,4-1,愛媛,鳥栖,4121,スカイパーフェクＴＶ！
164,2006,Ｊ２,第１０節第１日,04/18(火),19:06,仙台,3-0,東京Ｖ,ユアスタ,13549,スカイパーフェクＴＶ！
165,2006,Ｊ１,第９節第１日,04/22(土),14:00,名古屋,0-2,川崎Ｆ,瑞穂陸,11810,Ｊ　ＳＰＯＲＴＳ（録）
166,2006,Ｊ１,第９節第１日,04/22(土),14:03,Ｇ大阪,1-0,Ｆ東京,万博,15103,スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
167,2006,Ｊ１,第９節第１日,04/22(土),15:00,大宮,2-2,大分,駒場,6162,Ｊ　ＳＰＯＲＴＳ（録）
168,2006,Ｊ１,第９節第１日,04/22(土),15:04,京都,1-2,鹿島,西京極,12295,Ｊ　ＳＰＯＲＴＳ／ＫＢＳ京都（録）
169,2006,Ｊ１,第９節第１日,04/22(土),15:04,広島,1-1,Ｃ大阪,広島ビ,6794,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
170,2006,Ｊ１,第９節第１日,04/22(土),15:05,千葉,0-0,磐田,フクアリ,15184,ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
171,2006,Ｊ１,第９節第１日,04/22(土),19:04,清水,2-1,浦和,静岡,23406,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
172,2006,Ｊ２,第１１節第１日,04/22(土),13:04,札幌,1-2,柏,函館,6608,スカイパーフェクＴＶ！
173,2006,Ｊ２,第１１節第１日,04/22(土),14:04,山形,0-3,仙台,山形県,11142,ＮＨＫ山形／スカイパーフェクＴＶ！／ＮＨＫ仙台（録）
174,2006,Ｊ２,第１１節第１日,04/22(土),14:04,水戸,2-1,徳島,笠松,1667,ＮＨＫ水戸＊／ＮＨＫ徳島／スカイパーフェクＴＶ！
175,2006,Ｊ２,第１１節第１日,04/22(土),14:04,草津,0-0,横浜FC,群馬陸,6110,スカイパーフェクＴＶ！／群馬テレビ（録）
176,2006,Ｊ２,第１１節第１日,04/22(土),14:04,愛媛,1-2,湘南,愛媛陸,2091,スカイパーフェクＴＶ！
177,2006,Ｊ２,第１１節第１日,04/22(土),15:04,神戸,3-1,東京Ｖ,神戸ウイ,6082,スカイパーフェクＴＶ！
178,2006,Ｊ１,第９節第２日,04/23(日),15:04,甲府,1-0,横浜FM,小瀬,14615,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
