,年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送
20,2002,Ｊ１ １ｓｔ,第２節第１日,03/09(土),19:03,柏,2-1,広島,柏,9042,ＢＳ－ｉ
21,2002,Ｊ１ １ｓｔ,第２節第１日,03/09(土),19:05,浦和,0-1,Ｆ東京,埼玉,33018,ＢＳ／テレビ埼玉（録）
22,2002,Ｊ２,第２節第１日,03/09(土),14:00,川崎Ｆ,2-0,大宮,等々力,3433,スカイパーフェクＴＶ！（録）
23,2002,Ｊ２,第２節第１日,03/09(土),14:04,大分,2-0,山形,大分ス,8511,スカイパーフェクＴＶ！
24,2002,Ｊ２,第２節第１日,03/09(土),14:05,甲府,0-2,福岡,小瀬,5381,Ｊスカイスポーツ（録）
25,2002,Ｊ２,第２節第１日,03/09(土),15:00,湘南,2-1,水戸,平塚,4007,スカイパーフェクＴＶ！（録）
26,2002,Ｊ２,第２節第１日,03/09(土),15:04,横浜FC,0-2,新潟,三ツ沢,2840,Ｊスカイスポーツ
27,2002,Ｊ１ １ｓｔ,第２節第２日,03/10(日),15:04,東京Ｖ,2-3,磐田,東京,23152,ＢＳ－ｉ／日本テレビ（録）
28,2002,Ｊ１ １ｓｔ,第２節第２日,03/10(日),15:34,京都,0-2,Ｇ大阪,西京極,7694,ＢＳ／ＫＢＳ京都（録）
29,2002,Ｊ２,第２節第２日,03/10(日),13:04,鳥栖,0-2,Ｃ大阪,鳥栖,7214,スカイパーフェクＴＶ！
30,2002,サテライトリーグ Ａグループ,第１日,03/10(日),13:02,鹿島,1-1,浦和,ひたちな,625,
31,2002,サテライトリーグ Ａグループ,第１日,03/10(日),15:00,市原,6-1,大宮,姉崎,353,
32,2002,サテライトリーグ Ｂグループ,第２日,03/10(日),14:00,名古屋,1-1,横浜FM,トヨタＧ,300,
33,2002,サテライトリーグ Ｃグループ,第１日,03/10(日),14:01,Ｃ大阪,0-2,広島,舞洲,115,
34,2002,サテライトリーグ Ｃグループ,第１日,03/10(日),15:01,神戸,1-2,福岡,いぶき旧,120,
35,2002,Ｊ１ １ｓｔ,第３節第１日,03/16(土),14:04,仙台,5-2,柏,仙台,17308,ＮＨＫ仙台／Ｊスカイスポーツ
36,2002,Ｊ１ １ｓｔ,第３節第１日,03/16(土),14:04,市原,0-2,鹿島,国立,15379,ＢＳ
37,2002,Ｊ１ １ｓｔ,第３節第１日,03/16(土),14:04,清水,2-1,浦和,日本平,14380,テレビ静岡／テレビ埼玉（録）／ＢＳ－ｉ（録）
38,2002,Ｊ１ １ｓｔ,第３節第１日,03/16(土),14:05,名古屋,1-0,東京Ｖ,瑞穂陸,7231,中部日本放送／スカイパーフェクＴＶ！
39,2002,Ｊ１ １ｓｔ,第３節第１日,03/16(土),16:05,広島,2-1,京都,広島ビ,6481,スカイパーフェクＴＶ！／ＫＢＳ京都（録）
40,2002,Ｊ１ １ｓｔ,第３節第１日,03/16(土),19:04,Ｆ東京,1-1,横浜FM,東京,26217,ＢＳ
41,2002,Ｊ２,第３節第１日,03/16(土),15:00,水戸,0-1,甲府,ひたちな,2886,スカイパーフェクＴＶ！（録）
42,2002,Ｊ２,第３節第１日,03/16(土),15:01,大宮,1-0,横浜FC,大宮,3918,スカイパーフェクＴＶ！（録）
43,2002,Ｊ２,第３節第１日,03/16(土),15:04,Ｃ大阪,3-0,湘南,長居２,4774,Ｊスカイスポーツ
44,2002,Ｊ２,第３節第１日,03/16(土),15:04,福岡,4-0,川崎Ｆ,博多球,5345,スカイパーフェクＴＶ！
45,2002,Ｊ１ １ｓｔ,第３節第２日,03/17(日),15:03,磐田,4-0,札幌,磐田,13268,静岡放送／北海道放送／ＢＳ－ｉ
46,2002,Ｊ１ １ｓｔ,第３節第２日,03/17(日),15:34,Ｇ大阪,1-3,神戸,万博,9875,ＢＳ
47,2002,Ｊ２,第３節第２日,03/17(日),13:00,鳥栖,1-0,山形,鳥栖,3011,スカイパーフェクＴＶ！（録）
48,2002,Ｊ２,第３節第２日,03/17(日),13:35,新潟,0-1,大分,新潟ス,35245,テレビ新潟／Ｊスカイスポーツ
49,2002,サテライトリーグ Ａグループ,第２日,03/17(日),14:00,大宮,1-0,仙台,大宮,386,
50,2002,サテライトリーグ Ａグループ,第２日,03/17(日),14:01,柏,0-2,浦和,柏の葉,520,
51,2002,サテライトリーグ Ａグループ,第２日,03/17(日),15:01,市原,1-0,鹿島,姉崎,332,
52,2002,サテライトリーグ Ｂグループ,第３日,03/17(日),14:00,清水,1-2,東京Ｖ,三保Ｇ,220,
53,2002,サテライトリーグ Ｂグループ,第３日,03/17(日),14:01,横浜FM,0-1,Ｆ東京,戸塚Ｇ,200,
54,2002,サテライトリーグ Ｃグループ,第２日,03/17(日),14:00,広島,3-1,Ｃ大阪,吉田,362,
55,2002,Ｊ２,第４節第１日,03/21(木・祝),13:04,Ｃ大阪,2-2,川崎Ｆ,長居２,4141,スカイパーフェクＴＶ！
56,2002,Ｊ２,第４節第１日,03/21(木・祝),14:00,山形,2-3,甲府,山形県,5372,スカイパーフェクＴＶ！（録）
57,2002,Ｊ２,第４節第１日,03/21(木・祝),14:00,新潟,2-2,湘南,新潟陸,9125,スカイパーフェクＴＶ！（録）
58,2002,Ｊ２,第４節第１日,03/21(木・祝),14:03,大分,2-0,鳥栖,大分ス,7943,Ｊスカイスポーツ（録）
59,2002,Ｊ２,第４節第１日,03/21(木・祝),14:04,福岡,1-1,横浜FC,博多球,5368,Ｊスカイスポーツ
60,2002,サテライトリーグ Ａグループ,第３日,03/21(木・祝),15:01,市原,1-0,浦和,市原,392,
61,2002,サテライトリーグ Ｂグループ,第４日,03/21(木・祝),14:02,名古屋,0-1,Ｆ東京,トヨタＧ,300,
62,2002,Ｊ２,第５節第１日,03/24(日),13:00,横浜FC,1-2,大分,夢の島,2395,Ｊスカイスポーツ（録）
63,2002,Ｊ２,第５節第１日,03/24(日),13:01,鳥栖,1-1,新潟,鳥栖,2507,スカイパーフェクＴＶ！（録）
64,2002,Ｊ２,第５節第１日,03/24(日),14:00,川崎Ｆ,1-0,水戸,等々力,3393,スカイパーフェクＴＶ！（録）
65,2002,Ｊ２,第５節第１日,03/24(日),14:04,大宮,2-0,福岡,大宮,6238,Ｊスカイスポーツ
66,2002,Ｊ２,第５節第１日,03/24(日),15:00,湘南,0-1,山形,平塚,4028,スカイパーフェクＴＶ！（録）
67,2002,Ｊ２,第５節第１日,03/24(日),15:05,甲府,1-3,Ｃ大阪,小瀬,5759,山梨放送／スカイパーフェクＴＶ！
68,2002,サテライトリーグ Ａグループ,第４日,03/24(日),13:06,鹿島,0-2,柏,鹿島Ｇ,578,
69,2002,サテライトリーグ Ａグループ,第４日,03/24(日),14:00,仙台,2-0,浦和,岩沼,3000,
70,2002,サテライトリーグ Ｃグループ,第３日,03/24(日),14:00,広島,0-1,Ｇ大阪,吉田,247,
71,2002,サテライトリーグ Ｃグループ,第３日,03/24(日),14:01,神戸,2-1,Ｃ大阪,いぶき旧,115,
72,2002,Ｊ２,第４節第２日,03/27(水),19:00,水戸,1-0,大宮,ひたちな,1169,スカイパーフェクＴＶ！（録）
73,2002,サテライトリーグ Ｃグループ,第４日,03/27(水),14:01,Ｇ大阪,3-0,神戸,高槻,101,
74,2002,Ｊ２,第６節第１日,03/30(土),14:00,山形,1-1,新潟,山形県,3721,山形テレビ／スカイパーフェクＴＶ！
75,2002,Ｊ２,第６節第１日,03/30(土),14:00,水戸,3-0,鳥栖,ひたちな,1345,スカイパーフェクＴＶ！（録）
76,2002,Ｊ２,第６節第１日,03/30(土),14:00,甲府,1-0,大宮,小瀬,3247,スカイパーフェクＴＶ！（録）
77,2002,Ｊ２,第６節第１日,03/30(土),14:00,福岡,1-1,湘南,博多球,4515,Ｊスカイスポーツ（録）
78,2002,Ｊ２,第６節第１日,03/30(土),14:04,Ｃ大阪,0-3,大分,長居２,5910,Ｊスカイスポーツ
79,2002,Ｊ２,第６節第１日,03/30(土),15:00,横浜FC,2-3,川崎Ｆ,横浜国,10581,スカイパーフェクＴＶ！（録）
80,2002,Ｊ１ １ｓｔ,第４節第１日,03/31(日),13:04,清水,2-1,Ｆ東京,日本平,14111,テレビ静岡／スカイパーフェクＴＶ！／東京メトロポリタンテレビ（録）
81,2002,Ｊ１ １ｓｔ,第４節第１日,03/31(日),14:03,Ｇ大阪,2-2,浦和,万博,7838,Ｊスカイスポーツ
82,2002,Ｊ１ １ｓｔ,第４節第１日,03/31(日),14:04,仙台,2-1,神戸,仙台,19115,ＢＳ
83,2002,Ｊ１ １ｓｔ,第４節第１日,03/31(日),15:00,市原,0-3,横浜FM,市原,8936,
84,2002,Ｊ１ １ｓｔ,第４節第１日,03/31(日),15:04,広島,0-1,鹿島,広島ビ,14144,中国放送／ＢＳ－ｉ
85,2002,Ｊ１ １ｓｔ,第４節第１日,03/31(日),16:04,名古屋,0-3,札幌,瑞穂陸,11279,ＢＳ
86,2002,Ｊ１ １ｓｔ,第４節第１日,03/31(日),19:04,東京Ｖ,0-1,柏,国立,8349,ＢＳ／日本テレビ（録）
87,2002,Ｊ１ １ｓｔ,第４節第１日,03/31(日),19:04,磐田,3-1,京都,磐田,11266,ＢＳ－ｉ／静岡放送（録）
88,2002,サテライトリーグ Ａグループ,第５日,03/31(日),14:00,大宮,0-0,新潟,大宮,448,
89,2002,サテライトリーグ Ｃグループ,第５日,03/31(日),14:01,Ｃ大阪,0-7,福岡,南津守,111,
90,2002,サテライトリーグ Ｂグループ,第５日,04/01(月),03:01,磐田,3-1,東京Ｖ,磐田,773,
91,2002,Ｊ１ １ｓｔ,第５節第１日,04/06(土),15:02,鹿島,0-2,仙台,カシマ,27313,スカイパーフェクＴＶ！
92,2002,Ｊ１ １ｓｔ,第５節第１日,04/06(土),15:02,神戸,0-1,磐田,神戸ユ,16419,ＴＢＳ（単）
93,2002,Ｊ１ １ｓｔ,第５節第１日,04/06(土),15:04,清水,0-4,名古屋,日本平,13634,テレビ静岡／Ｊスカイスポーツ
94,2002,Ｊ１ １ｓｔ,第５節第１日,04/06(土),15:04,京都,5-1,東京Ｖ,西京極,5775,ＢＳ／ＫＢＳ京都（録）
95,2002,Ｊ１ １ｓｔ,第５節第１日,04/06(土),16:03,Ｆ東京,1-1,市原,国立,14747,東京メトロポリタンテレビ／ＢＳ－ｉ
96,2002,Ｊ１ １ｓｔ,第５節第１日,04/06(土),19:04,柏,4-1,札幌,柏,9161,ＢＳ
97,2002,Ｊ２,第７節第１日,04/06(土),14:00,山形,2-0,水戸,山形県,2989,スカイパーフェクＴＶ！（録）
98,2002,Ｊ２,第７節第１日,04/06(土),14:00,大分,2-3,大宮,大分ス,11043,ＮＨＫ大分／Ｊスカイスポーツ（録）
99,2002,Ｊ２,第７節第１日,04/06(土),14:04,Ｃ大阪,1-1,横浜FC,長居２,4702,テレビ大阪（録）／スカイパーフェクＴＶ！
100,2002,Ｊ２,第７節第１日,04/06(土),15:00,湘南,0-0,甲府,平塚,3513,スカイパーフェクＴＶ！（録）
101,2002,Ｊ２,第７節第１日,04/06(土),15:01,鳥栖,0-2,川崎Ｆ,鳥栖,1923,スカイパーフェクＴＶ！（録）
102,2002,Ｊ２,第７節第１日,04/06(土),15:03,新潟,0-1,福岡,新潟ス,22021,新潟テレビ２１／Ｊスカイスポーツ（録）
103,2002,Ｊ１ １ｓｔ,第５節第２日,04/07(日),15:04,浦和,4-1,広島,駒場,19058,ＢＳ－ｉ／テレビ埼玉（録）
104,2002,Ｊ１ １ｓｔ,第５節第２日,04/07(日),15:33,横浜FM,2-1,Ｇ大阪,横浜国,30408,ＢＳ
105,2002,サテライトリーグ Ａグループ,第６日,04/07(日),14:01,柏,0-1,新潟,柏,545,
106,2002,サテライトリーグ Ａグループ,第６日,04/07(日),15:01,市原,0-1,仙台,市原,416,
107,2002,サテライトリーグ Ｂグループ,第６日,04/07(日),13:59,清水,1-2,名古屋,三保Ｇ,187,
108,2002,サテライトリーグ Ｂグループ,第６日,04/07(日),15:01,Ｆ東京,2-1,磐田,夢の島,621,
109,2002,サテライトリーグ Ｃグループ,第６日,04/07(日),13:02,福岡,0-5,京都,乃木浜,2300,
110,2002,サテライトリーグ Ｃグループ,第６日,04/07(日),14:00,Ｃ大阪,2-2,神戸,南津守,77,
111,2002,Ｊ２,第８節第１日,04/10(水),18:59,横浜FC,2-2,湘南,三ツ沢陸,2017,Ｊスカイスポーツ（録）
112,2002,Ｊ２,第８節第１日,04/10(水),19:00,川崎Ｆ,1-1,大分,等々力,3081,スカイパーフェクＴＶ！（録）
113,2002,Ｊ２,第８節第１日,04/10(水),19:01,大宮,4-1,新潟,大宮,2785,スカイパーフェクＴＶ！（録）
114,2002,Ｊ２,第８節第１日,04/10(水),19:01,甲府,1-1,鳥栖,小瀬,3047,スカイパーフェクＴＶ！（録）
115,2002,Ｊ２,第８節第１日,04/10(水),19:03,水戸,1-2,Ｃ大阪,ひたちな,5576,スカイパーフェクＴＶ！
116,2002,Ｊ２,第８節第１日,04/10(水),19:04,福岡,2-2,山形,博多球,3630,Ｊスカイスポーツ
117,2002,Ｊ１ １ｓｔ,第６節第１日,04/13(土),14:00,広島,0-2,横浜FM,広島ビ,10867,Ｊスカイスポーツ（録）
118,2002,Ｊ１ １ｓｔ,第６節第１日,04/13(土),14:02,Ｇ大阪,5-0,Ｆ東京,万博,4883,スカイパーフェクＴＶ！
119,2002,Ｊ１ １ｓｔ,第６節第１日,04/13(土),14:06,札幌,1-2,京都,室蘭,10203,ＢＳ／ＫＢＳ京都（録）
120,2002,Ｊ１ １ｓｔ,第６節第１日,04/13(土),15:00,東京Ｖ,1-1,神戸,東京,11184,日本テレビ（録）／スカイパーフェクＴＶ！
121,2002,Ｊ１ １ｓｔ,第６節第１日,04/13(土),16:04,名古屋,2-0,柏,豊田ス,14225,ＢＳ－ｉ／中部日本放送（録）
122,2002,Ｊ１ １ｓｔ,第６節第１日,04/13(土),19:34,磐田,2-0,鹿島,静岡,30388,ＮＨＫ総合
123,2002,Ｊ２,第９節第１日,04/13(土),14:00,Ｃ大阪,1-2,福岡,長居２,5305,Ｊスカイスポーツ（録）
124,2002,Ｊ２,第９節第１日,04/13(土),14:01,水戸,1-1,横浜FC,ひたちな,2262,Ｊスカイスポーツ（録）
125,2002,Ｊ２,第９節第１日,04/13(土),14:01,大分,1-0,甲府,大分陸,5211,スカイパーフェクＴＶ！（録）
126,2002,Ｊ２,第９節第１日,04/13(土),14:04,山形,1-1,大宮,山形県,3445,スカイパーフェクＴＶ！
127,2002,Ｊ２,第９節第１日,04/13(土),19:00,鳥栖,0-1,湘南,鳥栖,3316,スカイパーフェクＴＶ！（録）
128,2002,Ｊ１ １ｓｔ,第６節第２日,04/14(日),15:04,市原,1-1,清水,市原,6695,ＢＳ－ｉ／千葉テレビ（録）／テレビ静岡（録）
129,2002,Ｊ１ １ｓｔ,第６節第２日,04/14(日),15:34,仙台,1-2,浦和,宮城ス,38159,ＢＳ
130,2002,Ｊ２,第９節第２日,04/14(日),14:04,新潟,2-1,川崎Ｆ,新潟陸,12309,スカイパーフェクＴＶ！
131,2002,サテライトリーグ Ａグループ,第７日,04/14(日),14:01,大宮,0-2,鹿島,大宮,1010,
132,2002,サテライトリーグ Ｂグループ,第７日,04/14(日),14:02,名古屋,1-2,磐田,中池公園,1500,
133,2002,サテライトリーグ Ｂグループ,第７日,04/14(日),14:03,横浜FM,6-0,東京Ｖ,戸塚Ｇ,300,
134,2002,サテライトリーグ Ｃグループ,第７日,04/14(日),15:00,広島,1-1,福岡,吉田,183,
135,2002,サテライトリーグ Ｃグループ,第７日,04/14(日),18:00,Ｃ大阪,2-5,Ｇ大阪,橿原,3000,
136,2002,Ｊ１ １ｓｔ,第７節第１日,04/20(土),14:03,Ｇ大阪,3-0,市原,万博,5789,Ｊスカイスポーツ／関西テレビ（録）
137,2002,Ｊ１ １ｓｔ,第７節第１日,04/20(土),14:06,札幌,1-3,鹿島,函館,14128,ＢＳ
138,2002,Ｊ１ １ｓｔ,第７節第１日,04/20(土),15:05,磐田,1-3,横浜FM,磐田,16765,ＮＨＫ総合
139,2002,Ｊ１ １ｓｔ,第７節第１日,04/20(土),16:05,東京Ｖ,2-1,浦和,東京,21050,ＢＳ－ｉ／日本テレビ（録）
140,2002,Ｊ１ １ｓｔ,第７節第１日,04/20(土),19:02,柏,1-0,神戸,柏,10109,スカイパーフェクＴＶ！
141,2002,Ｊ１ １ｓｔ,第７節第１日,04/20(土),19:04,名古屋,0-1,京都,瑞穂陸,7678,ＢＳ／ＫＢＳ京都（録）
142,2002,Ｊ２,第１０節第１日,04/20(土),14:00,福岡,4-0,水戸,博多球,5067,Ｊスカイスポーツ（録）
143,2002,Ｊ２,第１０節第１日,04/20(土),14:01,大宮,0-0,Ｃ大阪,大宮,8134,Ｊスカイスポーツ（録）
144,2002,Ｊ２,第１０節第１日,04/20(土),14:04,川崎Ｆ,3-0,山形,等々力,5098,スカイパーフェクＴＶ！
145,2002,Ｊ２,第１０節第１日,04/20(土),14:05,甲府,1-3,新潟,小瀬,3667,山梨放送／スカイパーフェクＴＶ！（録）
146,2002,Ｊ２,第１０節第１日,04/20(土),15:00,横浜FC,1-2,鳥栖,三ツ沢陸,1946,スカイパーフェクＴＶ！（録）
147,2002,Ｊ２,第１０節第１日,04/20(土),19:00,湘南,0-1,大分,平塚,4891,スカイパーフェクＴＶ！（録）
148,2002,Ｊ１ １ｓｔ,第７節第２日,04/21(日),15:03,仙台,3-1,Ｆ東京,仙台,18919,ＴＢＣ東北放送／ＢＳ－ｉ
149,2002,Ｊ１ １ｓｔ,第７節第２日,04/21(日),15:34,広島,0-0,清水,広島ビ,8009,ＢＳ
150,2002,サテライトリーグ Ａグループ,第８日,04/21(日),14:02,鹿島,0-0,新潟,鹿島Ｇ,150,
151,2002,サテライトリーグ Ａグループ,第８日,04/21(日),15:04,市原,2-6,柏,秋津,320,
152,2002,サテライトリーグ Ｂグループ,第８日,04/21(日),14:00,東京Ｖ,2-4,名古屋,ヴェルＧ,120,
153,2002,サテライトリーグ Ｂグループ,第８日,04/21(日),14:02,横浜FM,2-2,磐田,戸塚Ｇ,100,
154,2002,サテライトリーグ Ｃグループ,第８日,04/21(日),14:00,福岡,2-2,Ｃ大阪,博多陸,203,
155,2002,サテライトリーグ Ｃグループ,第８日,04/21(日),15:02,神戸,0-1,京都,いぶき旧,68,
156,2002,Ｊ２,第１１節第１日,04/24(水),19:00,山形,1-1,横浜FC,山形県,2449,Ｊスカイスポーツ（録）
157,2002,Ｊ２,第１１節第１日,04/24(水),19:00,湘南,0-0,大宮,平塚,2698,Ｊスカイスポーツ（録）
158,2002,Ｊ２,第１１節第１日,04/24(水),19:00,甲府,1-4,川崎Ｆ,小瀬,2954,スカイパーフェクＴＶ！（録）
159,2002,Ｊ２,第１１節第１日,04/24(水),19:00,鳥栖,1-1,福岡,鳥栖,4010,スカイパーフェクＴＶ！（録）
160,2002,Ｊ２,第１１節第１日,04/24(水),19:00,大分,1-0,水戸,大分陸,4211,スカイパーフェクＴＶ！（録）
161,2002,Ｊ２,第１１節第１日,04/24(水),19:04,新潟,5-2,Ｃ大阪,新潟陸,11699,スカイパーフェクＴＶ！
162,2002,ＹＮＣ 予選Ａグループ,第１節,04/27(土),14:00,磐田,5-1,仙台,鴨池,10487,
163,2002,ＹＮＣ 予選Ａグループ,第１節,04/27(土),15:01,柏,1-0,札幌,柏の葉,6199,
164,2002,ＹＮＣ 予選Ｂグループ,第１節,04/27(土),13:00,Ｆ東京,3-0,清水,駒沢,11393,
165,2002,ＹＮＣ 予選Ｂグループ,第１節,04/27(土),15:00,神戸,1-1,東京Ｖ,神戸ウイ,12061,
166,2002,ＹＮＣ 予選Ｃグループ,第１節,04/27(土),15:00,市原,2-0,横浜FM,市原,3997,
167,2002,ＹＮＣ 予選Ｃグループ,第１節,04/27(土),15:00,Ｇ大阪,2-2,京都,万博,3262,
168,2002,ＹＮＣ 予選Ｄグループ,第１節,04/27(土),14:00,名古屋,0-2,浦和,瑞穂陸,8427,
169,2002,ＹＮＣ 予選Ｄグループ,第１節,04/27(土),15:00,鹿島,1-0,広島,ひたちな,4565,
170,2002,Ｊ２,第１２節第１日,04/27(土),14:00,大宮,0-0,川崎Ｆ,大宮,5032,スカイパーフェクＴＶ！（録）
171,2002,Ｊ２,第１２節第１日,04/27(土),14:00,新潟,2-0,横浜FC,新潟ス,32102,Ｊスカイスポーツ（録）
172,2002,Ｊ２,第１２節第１日,04/27(土),14:03,山形,0-1,大分,山形県,3540,ＮＨＫ山形／スカイパーフェクＴＶ！（録）
173,2002,Ｊ２,第１２節第１日,04/27(土),14:04,Ｃ大阪,2-1,鳥栖,皇子山,3067,Ｊスカイスポーツ
174,2002,Ｊ２,第１２節第１日,04/27(土),14:04,福岡,1-1,甲府,博多球,5370,スカイパーフェクＴＶ！
175,2002,Ｊ２,第１２節第２日,04/28(日),14:00,水戸,2-1,湘南,ひたちな,2963,スカイパーフェクＴＶ！（録）
176,2002,サテライトリーグ Ｃグループ,第９日,04/28(日),14:01,福岡,2-1,Ｇ大阪,雁の巣,429,
177,2002,ＹＮＣ 予選Ａグループ,第２節,04/30(火),19:00,仙台,1-1,柏,仙台,12109,
178,2002,ＹＮＣ 予選Ａグループ,第２節,04/30(火),19:01,札幌,0-0,磐田,札幌厚別,11317,
179,2002,ＹＮＣ 予選Ｂグループ,第２節,04/30(火),19:00,東京Ｖ,0-1,Ｆ東京,東京,5373,
180,2002,ＹＮＣ 予選Ｂグループ,第２節,04/30(火),19:00,清水,2-1,神戸,草薙陸,6946,
181,2002,ＹＮＣ 予選Ｃグループ,第２節,04/30(火),19:00,京都,1-1,市原,西京極,2420,
182,2002,ＹＮＣ 予選Ｃグループ,第２節,04/30(火),19:01,Ｇ大阪,0-1,横浜FM,万博,3684,
183,2002,ＹＮＣ 予選Ｄグループ,第２節,04/30(火),19:00,広島,1-1,名古屋,広島ス,2940,
184,2002,ＹＮＣ 予選Ｄグループ,第２節,04/30(火),19:04,浦和,3-2,鹿島,駒場,12509,テレビ埼玉／フジテレビ７３９（録）
185,2002,ＹＮＣ 予選Ａグループ,第３節,05/03(金・祝),13:00,仙台,1-0,札幌,仙台,16641,
186,2002,ＹＮＣ 予選Ａグループ,第３節,05/03(金・祝),14:00,磐田,0-0,柏,磐田,13293,
187,2002,ＹＮＣ 予選Ｂグループ,第３節,05/03(金・祝),15:00,東京Ｖ,2-0,清水,東京,7561,
188,2002,ＹＮＣ 予選Ｂグループ,第３節,05/03(金・祝),15:00,神戸,0-0,Ｆ東京,神戸ユ,9395,
189,2002,ＹＮＣ 予選Ｃグループ,第３節,05/03(金・祝),15:00,市原,4-4,Ｇ大阪,市原,4183,
190,2002,ＹＮＣ 予選Ｃグループ,第３節,05/03(金・祝),15:00,横浜FM,0-0,京都,横浜国,24761,
191,2002,ＹＮＣ 予選Ｄグループ,第３節,05/03(金・祝),15:00,鹿島,3-1,名古屋,ひたちな,6491,
192,2002,ＹＮＣ 予選Ｄグループ,第３節,05/03(金・祝),15:00,広島,0-0,浦和,広島ビ,8014,
193,2002,Ｊ２,第１３節第１日,05/03(金・祝),13:04,横浜FC,1-0,福岡,三ツ沢,3156,Ｊスカイスポーツ
194,2002,Ｊ２,第１３節第１日,05/03(金・祝),13:04,鳥栖,0-1,大分,鳥栖,5032,ＮＨＫ佐賀／ＮＨＫ大分／Ｊスカイスポーツ（録）
195,2002,Ｊ２,第１３節第１日,05/03(金・祝),14:00,大宮,2-0,水戸,大宮,4901,スカイパーフェクＴＶ！（録）
196,2002,Ｊ２,第１３節第１日,05/03(金・祝),14:00,甲府,1-0,山形,小瀬,5071,ＮＨＫ甲府／ＮＨＫ山形／スカイパーフェクＴＶ！（録）
197,2002,Ｊ２,第１３節第１日,05/03(金・祝),14:04,川崎Ｆ,2-3,Ｃ大阪,等々力,7085,スカイパーフェクＴＶ！
198,2002,Ｊ２,第１３節第１日,05/03(金・祝),15:00,湘南,1-4,新潟,平塚,4845,スカイパーフェクＴＶ！（録）
199,2002,ＹＮＣ 予選Ａグループ,第４節,05/06(月・休),13:00,札幌,1-1,仙台,函館,8263,北海道文化放送／仙台放送
200,2002,ＹＮＣ 予選Ａグループ,第４節,05/06(月・休),15:01,柏,0-0,磐田,柏の葉,12494,
201,2002,ＹＮＣ 予選Ｂグループ,第４節,05/06(月・休),15:00,Ｆ東京,1-0,神戸,東京,14192,
202,2002,ＹＮＣ 予選Ｂグループ,第４節,05/06(月・休),15:04,清水,3-1,東京Ｖ,草薙陸,9681,テレビ静岡／フジテレビ７３９（録）
203,2002,ＹＮＣ 予選Ｃグループ,第４節,05/06(月・休),14:59,京都,2-1,横浜FM,西京極,6415,
